platform_id,platform_name,quest_flag,quest_id,quest_name,quest_giver_npc_id,quest_maps,xp,gold,silver,copper,items_given,items_taken
10,southern windwalls,FeineStoffe2Miria,480,,2183,,100,0,0,0,,
10,southern windwalls,Erdenklinge2,,,,,200,0,0,0,,2536
10,southern windwalls,Erdenklinge3,170,,2177,,400,0,0,0,,2544|2200|2540|2541|3556
10,southern windwalls,Erdenklinge4,,,,,400,0,0,0,,
11,stoneblade mountain,Erdklinge11,482,,2177,,100,0,0,0,,
11,stoneblade mountain,Erdklinge12,,,,,250,0,0,0,,2815
11,stoneblade mountain,Giftzwerg,270,,2680,,150,0,0,0,,2698|2695|2693|2697|2696|2692|2694
11,stoneblade mountain,Riesenaerger1,188,,2264,,100,0,0,0,,
11,stoneblade mountain,Riesenaerger2,,,,,150,0,0,0,644,2543
12,greydusk vale,Grenzkrieg1Festung,206,,2322,,300,0,0,0,,
12,greydusk vale,Grenzkrieg2Canyon,198,,2322,,500,0,0,0,,
12,greydusk vale,Verraeter,199,,2332,,400,0,0,0,571,
12,greydusk vale,MaskeDesBelial1,212,,2322,,300,0,0,0,,
12,greydusk vale,MaskeDesBelial2,216,,2322,,300,0,0,0,,
15,howling mounds,KlagendeSteine1BisTor,238,,,,400,0,0,0,,
15,howling mounds,KlagendeSteine2Korshar,236,,,,500,0,0,0,,
15,howling mounds,Homunculus,,,,,300,0,0,0,740,
15,howling mounds,Trickster1Cassius,,,,,300,0,0,0,,
15,howling mounds,MaskeDesBelial2,216,,2322,,300,0,0,0,,
15,howling mounds,Schattenwelt4Kristall,,,,,1400,0,0,0,,
15,howling mounds,AmraUndLea5,379,Amra and Lea,2896,P15|P63,1200,0,0,0,,
16,whisper,FluesterndeStadt1Item1,212,,2322,,250,0,0,0,,
16,whisper,FluesterndeStadt2Item2,,,,,250,0,0,0,,
16,whisper,FluesterndeStadt3Item3,,,,,250,0,0,0,,
16,whisper,FluesterndeStadt4Endkampf,490,,3602,,450,0,0,0,,
16,whisper,FluesterndeStadt5Maske,,,,,350,0,0,0,,2337|2615
16,whisper,AmraLeaGrab,387,Look for Lea's grave in Whisper,2909,P6,800,0,0,0,,
16,whisper,MosaikDesTodes,,,,,800,0,0,0,,3233|3234|3235|3236
17,godwall,AufDemWall1Village1,249,,2615,,200,0,0,0,,
17,godwall,AufDemWall2Village2,,,,,300,0,0,0,,
17,godwall,AufDemWall3Village3,258,,2616,,300,0,0,0,,
17,godwall,AufDemWall4Village4,250,,2613,,300,0,0,0,,
17,godwall,AufDemWall5Endkampf,264,,2668,,500,0,0,0,,
17,godwall,GwensMedizin,,,,,600,0,0,0,,2635
19,mulandir,DerPhoenix1Waechter,308,,2850,,1000,0,0,0,,
19,mulandir,DerPhoenix2Splitter1,,,,,800,0,0,0,,2634|2666|2797
19,mulandir,DerPhoenix3Splitter2,,,,,800,0,0,0,,
19,mulandir,DerPhoenix4Splitter3,,,,,800,0,0,0,,
19,mulandir,DerPhoenix5Splitter4,,,,,800,0,0,0,,
19,mulandir,DerPhoenix6Ablieferung,322,,2837,,800,0,0,0,,
21,farlorns hope,WolfUndDrache1,274,,2800,,200,0,0,0,,
21,farlorns hope,WolfUndDrache2,,,,,400,0,0,0,,3315|3316
21,farlorns hope,Steinbrecher,279,,6200,,800,0,0,0,,2750|2751|2752|2668
21,farlorns hope,Thar,512,,2797,,600,50,0,0,,
21,farlorns hope,Schattenwelt2Rigour,,,,,300,0,0,0,,2390
21,farlorns hope,Schattenwelt2aRigour,,,,,400,0,0,0,,3201
21,farlorns hope,Schattenwelt2bRigour,,,,,600,0,0,0,,3226
21,farlorns hope,DerKatarakt,376,,2976,,600,0,0,0,,2898
21,farlorns hope,ShardAutumn,,,,,400,0,0,0,,
23,the rift,DurchdenSpalt1Hin,,,,,1300,0,0,0,,
23,the rift,DurchdenSpalt2Her,499,,3736,,1300,0,0,0,2287|2271|3535,
23,the rift,Ulather,,,,,800,0,0,0,,
25,southern godmark,Klingensturm1Monument,550,,,,1000,0,0,0,,
25,southern godmark,Klingensturm2Sartarius,,,,,2600,0,0,0,2241,3461|2814
25,southern godmark,AmraUndLea4,381,Ask Shan Muir about Arma and Lea,1390,,1200,0,0,0,,
27,nightwhisper dale,NachUrgath1Elfensiedlung,,,,,1000,0,0,0,,
27,nightwhisper dale,NachUrgath2Monument,537,,4200,,1400,0,0,0,,
27,nightwhisper dale,NachUrgath3Archon,,,,,2000,0,0,0,1456|1550,
30,breathing forest,AtmenderWald1Waldherz,,,,,2000,0,0,0,,
30,breathing forest,AtmenderWald2Portal,541,,,,3000,0,0,0,,
32,sharrowdale,KreisSchluss1Tor1,,,,,2000,0,0,0,,3462|3463|3464
32,sharrowdale,KreisSchluss2Tor2,,,,,2000,0,0,0,,3465
32,sharrowdale,KreisSchluss3Tor3,,,,,2000,0,0,0,,
32,sharrowdale,KreisSchluss4Soulforger,547,,4651,,10000,0,0,0,,
63,Greyfell,NachGraufurtPartVillage,439,,3110,,20,0,0,0,532,
63,Greyfell,NachGraufurtPartEnde,,,,,10,0,0,0,,
63,Greyfell,AngriffDerHoehlenorks,438,,3110,,20,0,0,0,,
63,Greyfell,Zauberwerk1Augenglas,335,,2860,,10,0,0,0,,2893|2001
63,Greyfell,Zauberwerk2Feder,,,,,25,0,0,0,,2893|2001|2896
63,Greyfell,Zauberwerk3Kreide,,,,,35,0,0,0,,2001|2896|2895
63,Greyfell,Zauberwerk4Robe,,,,,120,0,0,0,,2896|2895
63,Greyfell,ZahnbrechersZangen,371,,2863,,35,0,0,0,,2486
63,Greyfell,WundtinkturValdis,357,,2628,,30,0,0,0,,2671
63,Greyfell,BlutAdhiraTrank,402,,2993,,4000,0,0,0,,3166|3165|2540|3167
63,Greyfell,BlutTombardTot,397,,2992,,2000,0,0,0,,3169
63,Greyfell,SickHermit1Zirfar,358,,2873,,600,0,0,0,,2900|2901
63,Greyfell,SickHermit2Locke,,,,,600,0,0,0,,2901|2903
63,Greyfell,Schattenwelt1Castagir,111,,3035,,120,0,0,0,,
63,Greyfell,Schattenwelt3Manifest,,,,,1000,0,0,0,,3200
63,Greyfell,SchattenweltShadowpulse,,,,,500,0,0,0,,
63,Greyfell,EchosBuchstabe1,325,,3323,,500,0,0,0,,
63,Greyfell,EchosBuchstabe2,325,,3323,,500,0,0,0,,
63,Greyfell,EchosBuchstabe3,325,,3323,,500,0,0,0,,
63,Greyfell,EchosGoran,330,,2867,,700,0,0,0,,
63,Greyfell,EchosShinTarGuar,333,,4879,,1000,0,0,0,,
63,Greyfell,AmraUndLea3Sentos,384,Confront Sentos in Greyfell,2897,P63,500,0,0,0,,3047
63,Greyfell,Zwergendienste1Hinrik,,,,,120,0,0,0,,2662
63,Greyfell,Schwarzeibe,414,,3044,,35,0,0,0,,2002
63,Greyfell,Seelenschwerter,110,,3035,,600,0,0,0,,2384|2627|2614|2386|2620
63,Greyfell,KlingzogsBeinlinge,,,,,35,0,0,0,,2628|1994
63,Greyfell,ThurgonBrief,,,,,250,2,0,0,,2628|1994
63,Greyfell,FeineStoffe3Seide,344,,2861,,400,0,0,0,,2383
63,Greyfell,FeineStoffe4Robe,,,,,1100,0,0,0,3352,2511|3437
63,Greyfell,Drachenpanzer1,,,,,100,0,0,0,,
63,Greyfell,Drachenpanzer2,,,,,800,0,0,0,557|572,2667|2516
63,Greyfell,TricksterFindFlink,220,,2331,,500,0,0,0,,3466|3467
63,Greyfell,TricksterReturn,,,,,1000,0,0,0,3621,3466|3467
101,SwampCity,ImCampMitAllenGeredet,715,,,,15,0,0,0,,
101,SwampCity,HeldenErschaffen,588,,32004,,45,0,0,0,,
101,SwampCity,HQBefreien,586,,,,150,0,0,0,,
101,SwampCity,FluechtlingeNachNorden,644,,32006,,150,0,0,0,,
101,SwampCity,WumpusKilled,,,,,550,0,0,0,3685|3694|3956,
102,Rune1,P102Erreicht,572,,5539,,30,0,0,0,,
102,Rune1,JaninaBefreit,,,,,65,0,0,0,,
102,Rune1,HuluErreicht,,,,,65,0,0,0,,
102,Rune1,SetriusErreicht,,,,,65,0,0,0,,
102,Rune1,QuelleVergiftet,,,,,65,0,0,0,,
102,Rune1,KitharLagerZerstoert,564,,5677,,175,0,0,0,,
102,Rune1,RuneDunhanGenommen,567,,32007,,175,0,0,0,,
102,Rune1,DreiMagierZolowinFree,634,,6968,,,0,0,0,3956,
102,Rune1,DreiMagierZolowinGive,,,,,55,0,0,0,4056,
102,Rune1,DreiMagierGruolunGive,636,,6969,,55,0,0,0,3984|3955,
102,Rune1,DreiMagierRenyaGive,635,,6970,,35,0,0,0,3904|3957,
102,Rune1,DreiMagierZolowinSave,,,,,250,0,0,0,4032|4079|3671,
102,Rune1,DreiMagierGruolunSave,,,,,250,0,0,0,3959|4079|705,
102,Rune1,DreiMagierRenyaSave,,,,,250,0,0,0,3928|4079|627,
103,Rune2,P103Erreicht,,,,,75,0,0,0,,
103,Rune2,WaldschrateKilled,593,,5640,,250,0,0,0,,
103,Rune2,RuneReowysGenommen,594,,,,500,0,0,0,,
104,FleeToIce,P104Erreicht,,,,,125,0,0,0,,
104,FleeToIce,Camp1Befreit,580,,5645,,200,0,0,0,,
104,FleeToIce,Camp2Befreit,581,,5652,,200,0,0,0,,
104,FleeToIce,Camp3Befreit,582,,5659,,200,0,0,0,,
104,FleeToIce,OrklagerEinnehmen,575,,5539,,175,0,0,0,,
104,FleeToIce,Schluesselmeisterin,,,,,350,0,0,0,,
104,FleeToIce,SQTiondriaSeite1Gefunden,704,,7287,,500,0,0,0,,
104,FleeToIce,SQTiondriaSeite2Gefunden,705,,7287,,500,0,0,0,,
104,FleeToIce,SQTiondriaSeite3Gefunden,706,,7287,,500,0,0,0,,
105,Ice City,FugisBroughtToMap,585,,7228,,175,0,0,0,,
105,Ice City,FugisBroughtToTirganach,691,,7123,,450,0,0,0,,
105,Ice City,SQTiondriaBuchDariusGefunden,701,,7287,,300,0,0,0,,
105,Ice City,SQTiondriaBuchDariusZurueck,,,,,400,0,0,0,,
105,Ice City,SQTiondriaFlinkBefreit,,,,,250,0,0,0,,
105,Ice City,SQTiondriaSchatzGeteilt,,,,,2500,15,0,0,3957|3598|3776|4418,
105,Ice City,SQTiondriaSchatzBehalten,,,,,250,30,0,0,3957|3955|4407|3773|3692|3598|3776|4418|3726,
105,Ice City,SQTiondriaMordfallSolved,,,,,1300,0,0,0,,
105,Ice City,SQTiondriaMordfallHalfSolved,,,,,750,0,0,0,,
105,Ice City,SQTiondriaMordfallNotSolved,765,,6591,,100,0,0,0,,
105,Ice City,SQScaramangirKilled,,,,,1500,0,0,0,,
105,Ice City,SkeletonCampDestroyed,,,,,850,0,0,0,,
107,CrossToHerstellung,P107KarteErreicht,684,,6798,,275,0,0,0,,
107,CrossToHerstellung,GeistercampBesiegt,,,,,1150,0,0,0,,
107,CrossToHerstellung,AnfuehrerBesiegt,,,,,1150,0,0,0,,
108,Herstellung,P108KarteErreicht,,,,,350,0,0,0,,
108,Herstellung,GuramMachtSprengung,291,,6200,,550,0,0,0,,
108,Herstellung,WindjalfBefreit,,,,,1150,0,0,0,,
108,Herstellung,RueckkehrMitWindjalf,612,,6304,,1250,0,0,0,,
108,Herstellung,SQTiondriaSchatzGefunden,712,,7555,,550,0,0,0,,
108,Herstellung,MasterOfMosaic,,,,,2000,0,0,0,,
109,Warzone,P109KarteErreicht,,,,,350,0,0,0,,
109,Warzone,P109PortalErreicht,,,,,350,0,0,0,,
109,Warzone,ZwergeBefreit,,,,,550,0,0,0,,
109,Warzone,TorZerstoert,693,,,,750,0,0,0,,
109,Warzone,TrollcampZerstoert,,,,,900,0,0,0,,
109,Warzone,WerwolfTempel1,653,,7236,,350,0,0,0,,
109,Warzone,WerwolfTempel2,654,,7237,,350,0,0,0,,
109,Warzone,WerwolfTempel3,655,,7238,,350,0,0,0,,
109,Warzone,WerwolfGesamt,652,,7226,,550,0,0,0,3727,
110,FireCity,P110KarteErreicht,,,,,350,0,0,0,,
110,FireCity,SternstadtZerstoert,,,,,600,0,0,0,,
110,FireCity,MondstadtZerstoert,,,,,600,0,0,0,,
110,FireCity,SonnenstadtZerstoert,,,,,600,0,0,0,,
110,FireCity,InInnenstadtGekommen,,,,,700,0,0,0,,
110,FireCity,GrimBesiegt,,,,,750,0,0,0,,
111,WeaponToKill,P111KarteErreicht,744,,32018,,350,0,0,0,,
111,WeaponToKill,SchattenringBekommen,673,,6663,,500,0,0,0,,
111,WeaponToKill,ElementBeschworen,,,,,600,0,0,0,,
111,WeaponToKill,AlleVierFackelnAn,675,,6996,,1000,0,0,0,,
111,WeaponToKill,WaechterGetoetet,680,,,,1000,0,0,0,,
111,WeaponToKill,SQTiondriaObjekteEingesetzt,,,,,350,0,0,0,,
113,FinalBattle,P113KarteErreicht,746,,,,350,0,0,0,,
113,FinalBattle,Boss1Getoetet,625,,32021,,700,0,0,0,,
113,FinalBattle,Boss2Getoetet,628,,32021,,700,0,0,0,,
113,FinalBattle,Boss3Getoetet,629,,32021,,700,0,0,0,,
113,FinalBattle,Boss4Getoetet,630,,32021,,700,0,0,0,,
113,FinalBattle,FialDargTotCenwenFrei,697,,32021,,2000,0,0,0,,
115,Dragonfight,P115KarteErreicht,,,,,400,0,0,0,,
115,Dragonfight,Drachenstein1,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein2,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein3,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein4,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein5,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein6,,,,,450,0,0,0,,4096
115,Dragonfight,Drachenstein7,667,,7008,,1000,0,0,0,,4096
115,Dragonfight,Drachenstein8,668,,7006,,1000,0,0,0,,4096
115,Dragonfight,Drachenstein9,669,,7007,,1000,0,0,0,,4096
115,Dragonfight,DracheGetoetet,670,,,,5000,0,0,0,,
200,Colloseum,ColosseumRunde01Sieg,,,,,7000,2500,0,0,4730|4622|4467,
200,Colloseum,ColosseumRunde02Sieg,,,,,8000,2700,0,0,7076|4474|4485,
200,Colloseum,ColosseumRunde03Sieg,,,,,9000,2900,0,0,4450|4440|7066,
200,Colloseum,ColosseumRunde04Sieg,,,,,10000,3200,0,0,4767|4478|4499,
200,Colloseum,ColosseumRunde05Sieg,,,,,12500,3400,0,0,4079|4561|4461,
200,Colloseum,ColosseumRunde06Sieg,,,,,15000,3600,0,0,4563|4679|4651,
200,Colloseum,ColosseumRunde07Sieg,,,,,17500,3800,0,0,4541|4534|4444,
200,Colloseum,ColosseumRunde08Sieg,,,,,20500,4100,0,0,4775|4676|4486,
200,Colloseum,ColosseumRunde09Sieg,,,,,25000,4300,0,0,4745|4665|4502,
200,Colloseum,ColosseumRunde10Sieg,1103,,11,,30000,5000,0,0,4079|4433|4451,
200,Colloseum,GoblinRennen,,,,,2000,0,0,0,,
201,Blackwater Coast,InsCampGekommen,776,,,,2000,0,0,0,,
201,Blackwater Coast,RingGefunden,893,,,,5000,0,0,0,,
201,Blackwater Coast,UriasBefreit,775,,,,8000,0,0,0,,
201,Blackwater Coast,CampsZerstoert,777,,9260,,15000,0,0,0,,
201,Blackwater Coast,Ordensritter1Befreit,,,,,4000,0,0,0,,
201,Blackwater Coast,Ordensritter2Befreit,,,,,4000,0,0,0,,
201,Blackwater Coast,Ordensritter3Befreit,,,,,4000,0,0,0,,
201,Blackwater Coast,LeutnantGesprochen,777,,9260,,3500,0,0,0,,
201,Blackwater Coast,ErstenDrachenGetoetet,836,,,,5000,0,0,0,,
201,Blackwater Coast,ZweitenDrachenGetoetet,,,,,5000,0,0,0,,
201,Blackwater Coast,DrittenDrachenGetoetet,840,,,,5000,0,0,0,,
201,Blackwater Coast,ViertenDrachenGetoetet,841,,,,5000,0,0,0,,
201,Blackwater Coast,GurimLebt,,,,,5000,0,0,0,,
202,City of Souls,HeldenBeschworen,827,,9010,,2000,0,0,0,,
202,City of Souls,GrabmalGeoeffnet,,,,,12000,0,0,0,,
202,City of Souls,UrneZuHokan,831,,32353,,16000,0,0,0,,
202,City of Souls,Seelenwesen1,929,,9982,,2400,0,0,0,,
202,City of Souls,Seelenwesen2,930,,9983,,2400,0,0,0,,
202,City of Souls,Seelenwesen3,931,,9984,,2400,0,0,0,,
202,City of Souls,Seelenwesen4,932,,9985,,2400,0,0,0,,
202,City of Souls,Seelenwesen5,933,,9986,,2400,0,0,0,,
202,City of Souls,WachgeistTot,,,,,4000,0,0,0,,
202,City of Souls,OpferFreigelassen,1049,,11006,,6000,0,0,0,,
202,City of Souls,OpferTot,1048,,11006,,6000,0,0,0,,
202,City of Souls,TorZurStaetteOffen,845,,,,10000,0,0,0,,7067
202,City of Souls,HlStaetteBaumGepflanzt,844,,9250,,10000,0,0,0,,
202,City of Souls,AschetaenzerTot,,,,,12000,0,0,0,,
202,City of Souls,GnomlingBossTot,,,,,8000,0,0,0,,
202,City of Souls,ExtinctTuermeWeg,,,,,10000,0,0,0,,
202,City of Souls,ResistenteGargoyle1Tot,,,,,10000,0,0,0,,
203,Onyx Shores,P203KarteErreicht,,,,,1500,0,0,0,,
203,Onyx Shores,BlockadeDurchbrochen,803,,32201,,10000,0,0,0,,
203,Onyx Shores,DialogMitAeltestem,1002,,8444,,6000,0,0,0,,
203,Onyx Shores,Geheimweg,,,,,9000,0,0,0,,
203,Onyx Shores,ZerstoerungDesLagers,807,,,,24000,0,0,0,,
203,Onyx Shores,LichkoenigTot,802,,,,4000,0,0,0,,
203,Onyx Shores,TantaroGefunden,1029,,11195,,5000,0,0,0,,
203,Onyx Shores,WasserEntgiften,1030,,11213,,10000,0,0,0,,
203,Onyx Shores,ZuTarioGegangen,1031,,11213,,7000,0,0,0,,
204,Empyiria,P204KarteErreicht,809,,,,3000,0,0,0,,7219
204,Empyiria,FlinkAbgeliefert,,,,,5500,0,0,0,,
204,Empyiria,Tor1DurchTrickGeoeffnet,,,,,11000,0,0,0,,
204,Empyiria,Tor2DurchTrickGeoeffnet,970,,8830,,7000,0,0,0,,7303
204,Empyiria,Tor3DurchTrickGeoeffnet,948,,9999,,9000,0,0,0,,7217
204,Empyiria,OberstadtRechtsErreicht,,,,,6500,0,0,0,,
204,Empyiria,OberstadtLinksErreicht,,,,,6500,0,0,0,,
204,Empyiria,PalastgartenErreicht,816,,32324,,10000,0,0,0,,7219
204,Empyiria,LyrioQuestGeloest,810,,11000,,6000,0,0,0,,7271
204,Empyiria,IshtarTraumstabGebracht,,,,,4000,0,0,0,,
204,Empyiria,TruppenZumPortalGesandt,,,,,9000,0,0,0,,
204,Empyiria,ArenaKampf32,,,,,5000,0,0,0,,
204,Empyiria,ArenaKampf36,,,,,7000,0,0,0,,
204,Empyiria,ArenaKampf38,,,,,10000,0,0,0,,
204,Empyiria,ArenaKampf40,,,,,12500,0,0,0,,
204,Empyiria,ArenaKampf42,1011,,10582,,15000,0,0,0,,
204,Empyiria,SQSethHealed,1020,,11002,,5000,0,0,0,,
204,Empyiria,SQBotschafterGefunden,1039,,11251,,5000,0,0,0,,7368
204,Empyiria,SQBotschafterTot,1068,,,,10000,0,0,0,,7368
204,Empyiria,SQCraigIstBotschafter,1068,,,,20000,0,0,0,,7368
204,Empyiria,SQSchutzgeldSmall,,,,,6000,0,0,0,,
204,Empyiria,SQSchutzgeldMedium,,,,,12000,0,0,0,,
204,Empyiria,SQSchutzgeldLarge,,,,,18000,0,0,0,,
204,Empyiria,SQHaendlerFriedlich,1075,,11604,,10000,0,0,0,,
204,Empyiria,SQAuftragGescheitert,1068,,,,3000,0,0,0,,7368
205,DryadCove,P205KarteErreicht,810,,11000,,5000,0,0,0,,
205,DryadCove,Nymphe1Befreit,,,,,6000,0,0,0,,
205,DryadCove,Nymphe2Befreit,,,,,6000,0,0,0,,
205,DryadCove,Nymphe3Befreit,,,,,6000,0,0,0,,
205,DryadCove,SpinnencampZerstoert,871,,9812,,8000,0,0,0,,
205,DryadCove,GartenEntgiftet,,,,,10000,0,0,0,,
205,DryadCove,MitDryadeGesprochen,,,,,10000,0,0,0,,
205,DryadCove,SmallIrfitReward,,,,,5000,0,0,0,,
205,DryadCove,LargeIrfitReward,,,,,13000,0,0,0,,
206,RedWastes,P206KarteErreicht,818,,8788,,5000,0,0,0,,
206,RedWastes,RastplatzGefunden,819,,,,4500,0,0,0,,
206,RedWastes,DialogMitUnterhaendler,886,,8717,,7000,0,0,0,,
206,RedWastes,FalleAusgeloest,822,,8800,,7000,0,0,0,,
206,RedWastes,Lager1Kaputtgemacht,,,,,7000,0,0,0,,
206,RedWastes,Lager2Kaputtgemacht,,,,,7000,0,0,0,,
206,RedWastes,AlleinEinenWegGefunden,886,,8717,,6500,0,0,0,,
206,RedWastes,KarawaneLosgelaufen,,,,,10300,0,0,0,,
206,RedWastes,AlleTrolleKommenAn,820,,32380,,12000,0,0,0,,
206,RedWastes,VieleTrolleKommenAn,,,,,7000,0,0,0,,
206,RedWastes,WenigeTrolleKommenAn,,,,,3000,0,0,0,,
207,RavenPass,P207KarteErreicht,891,,9870,,4500,0,0,0,,
207,RavenPass,BergrieseGeholfen,989,,10512,,6500,0,0,0,,
207,RavenPass,SprengzwergBefreit,977,,10764,,8500,0,0,0,,
207,RavenPass,ErsteFestungBesiegt,973,,10764,,9500,0,0,0,,
207,RavenPass,SchalterraetselGeloest,983,,,,7500,0,0,0,,
207,RavenPass,ZweiteFestungBesiegt,978,,10764,,9500,0,0,0,,
207,RavenPass,DritteFestungBesiegt,981,,,,9500,0,0,0,,
207,RavenPass,VierteFestungBesiegt,986,,,,9500,0,0,0,,
207,RavenPass,UndeadRohenGetoetet,988,,,,12000,0,0,0,,
208,BlazingStones,P208KarteErreicht,,,,,5000,0,0,0,,
208,BlazingStones,Prinzessin1Befreit,,,,,3000,0,0,0,,
208,BlazingStones,Prinzessin2Befreit,,,,,3000,0,0,0,,
208,BlazingStones,Prinzessin3Befreit,,,,,3000,0,0,0,,
208,BlazingStones,Prinzessin4Befreit,,,,,3000,0,0,0,,
